model,epoch_d,L_metal_total,metal_frac_of_all,dominant_metal,dominant_metal_L,L_C,L_O,L_Ne,overall_rank_of_dominant_metal
A10,90.0,4.765897584866445e+40,0.13459436494506602,C_II_4267,2.373095406228837e+40,4.622641992444665e+40,1.2084542149228558e+39,2.2410170929493875e+38,4
A10,100.0,5.565649504437295e+40,0.1777916510178762,C_II_4267,2.2181987317447033e+40,5.362293867664469e+40,1.7856025579598913e+39,2.479538097683728e+38,3
A10,110.0,1.7164410986915508e+40,0.06719404363393758,C_III_4647,3.918757562607994e+39,1.5136876731461845e+40,1.9134783164456997e+39,1.1405593900796373e+38,5
A10,120.0,3.3531808351723147e+36,1.8259570842102557e-05,O_I_7774,7.229193929045334e+35,1.6284148150803903e+36,1.6855415380393485e+36,3.9224482052576224e+34,10
A10,130.0,4.043386805608047e+36,2.8306873982845567e-05,O_I_7774,8.886423956554667e+35,2.0254904525917533e+36,1.9856998566353687e+36,3.219649638092639e+34,10
A10,140.0,1.3250444973685565e+37,6.502296081024205e-05,O_I_6300,2.999271869664e+36,7.145076624436569e+36,6.094925751519623e+36,1.0442597729369977e+34,10
A10,150.0,2.459213746599764e+36,2.195841328641996e-05,O_I_6300,6.096833658224001e+35,1.2365000080311773e+36,1.2225356092088603e+36,1.781293597268028e+32,10
A11,0.1,1.1381194552604793e+38,0.000685170945560798,O_I_7774,6.60458308708064e+37,4.774036028054035e+37,6.60715851303859e+37,1.1512167485913923e+29,10
A11,0.2,1.1296719577496008e+38,0.0006797757413241757,O_I_7774,6.604671532602486e+37,4.689454368906442e+37,6.607265202845706e+37,5.743859938530508e+28,10
A11,0.3,1.1213663673354955e+38,0.0006744722516217326,O_I_7774,6.604760153329997e+37,4.606291445373182e+37,6.607372224709619e+37,3.27215456883047e+28,10
A11,0.4,1.1132004445850817e+38,0.0006692589570220935,O_I_7774,6.604848950162902e+37,4.524524868877763e+37,6.607479574851167e+37,2.1218876263262762e+28,10
A11,0.5,1.1051719879688923e+38,0.0006641343654106435,O_I_7774,6.60493792319484e+37,4.444132625715781e+37,6.607587252420836e+37,1.5523037638064957e+28,10
A11,0.6,1.0972788298662454e+38,0.0006590970094680681,O_I_7774,6.605027072223698e+37,4.365093039771428e+37,6.60769525762569e+37,1.265337464690527e+28,10
A11,0.7,1.0895188349346058e+38,0.0006541454455762058,O_I_7774,6.605116396925742e+37,4.287384757118878e+37,6.607803591090846e+37,1.1363335894090608e+28,10
A11,0.8,1.0818898992646883e+38,0.0006492782532000272,O_I_7774,6.605205896918098e+37,4.2109867378992244e+37,6.607912253630225e+37,1.1174352922606074e+28,10
A11,0.9,1.074389949829766e+38,0.0006444940344495392,O_I_7774,6.605295571779709e+37,4.135878250924286e+37,6.608021246168792e+37,1.2045828957142457e+28,10
A11,1.0,1.0670169440774894e+38,0.0006397914137300731,O_I_7774,6.605385421052256e+37,4.0620388696015327e+37,6.608130569738505e+37,1.434855922637245e+28,10
A11,2.0,9.940227867488365e+37,0.0005932433856019546,O_I_7774,6.608525315348159e+37,3.3287236405669784e+37,6.611502328154538e+37,1.8987668488880834e+31,10
A11,3.0,8.94786341060569e+37,0.0005299616500183213,O_I_7774,6.631736843868318e+37,2.3126872500711423e+37,6.635176073963718e+37,8.65708268483976e+29,10
A11,4.0,8.237594432916479e+37,0.0004841419548757233,O_I_7774,6.657159056525085e+37,1.5762963301599102e+37,6.661274575771684e+37,2.3526984884508974e+32,10
A11,5.0,7.650763385869186e+37,0.0004452537830840501,O_I_7774,6.7003467133698585e+37,9.454792771150085e+36,6.705282125572697e+37,1.9831814802602217e+31,10
A11,10.0,7.323115641099088e+37,0.0004065234545023641,O_I_7774,6.925871296396036e+37,3.4242456572501443e+36,6.979287248126728e+37,1.4038272473456112e+34,10
A11,20.0,1.8352469152449352e+38,0.0010720161370098532,C_III_1909,7.46293297942306e+37,9.141214704155933e+37,8.323506767671479e+37,8.877476806219381e+36,10
A11,30.0,2.719740494098378e+38,0.001966802249428869,O_III_5007,8.303629876687621e+37,1.5292159761621865e+38,8.679535535023813e+37,3.225709644338105e+37,10
A11,40.0,2.678460928353219e+38,0.002237409912763667,C_III_4647,9.986262312555241e+37,1.6274755627002705e+38,7.667153889556051e+37,2.8426997669734343e+37,10
A11,50.0,2.9876346717624685e+38,0.002733331883018216,C_III_4647,1.014637171070039e+38,2.0682317820483578e+38,6.700432017402729e+37,2.4935968797383815e+37,10
A11,60.0,3.112016078910496e+38,0.001725947172055728,C_III_4647,1.0225557009286923e+38,2.170035210978395e+38,6.780712658753744e+37,2.639096020567271e+37,10
A11,70.0,4.8235692070767335e+38,0.0010042163351371733,C_III_4647,1.5279362054836776e+38,3.568644110482378e+38,8.737377684192662e+37,3.811873281750895e+37,10
A11,80.0,4.9682089068566025e+39,0.0010180969080414892,C_III_4647,2.4166669317929647e+39,4.0444192534094147e+39,8.563516822456685e+38,6.743797120151877e+37,10
A11,90.0,3.586050573121149e+40,0.054727712039613685,C_II_4267,1.7222195976673313e+40,3.4651285791856093e+40,1.0054808006432855e+39,2.0373913871211055e+38,6
A11,100.0,6.399775825197602e+40,0.11029774422588538,C_II_4267,2.5756488456270894e+40,6.198963463146903e+40,1.7605023234102983e+39,2.476212970966799e+38,5
A11,110.0,1.3592468594851634e+40,0.027859533506245034,C_III_4647,2.52693572996799e+39,1.0526492067742813e+40,2.9334071877976023e+39,1.3256933931121903e+38,10
A11,120.0,1.2389800329459227e+39,0.003298315758615315,O_I_7774,1.842996832529667e+38,7.617447804390337e+38,4.3065116454226095e+38,4.6584087964628005e+37,10
A11,130.0,4.597711489259837e+36,1.5971754178981575e-05,O_I_7774,9.525110861461669e+35,2.307701562442463e+36,2.2271313727650965e+36,6.287855405227726e+34,10
A11,140.0,1.8611432780684978e+36,7.122576513236203e-06,O_I_7774,4.375617656715005e+35,9.23313270916637e+35,9.273728345877131e+35,1.0457172564147618e+34,10
A11,150.0,5.831339593206195e+36,0.005366967108575337,Ne_III_3869,6.86733273849e+35,3.2749364750376906e+36,1.8696698443195048e+36,6.86733273849e+35,10
A12,0.1,3.689358322264548e+38,0.014134160642532496,C_III_1909,1.3550363518866562e+38,1.4421498231895078e+38,1.3327174460654484e+38,9.144910530095919e+37,9
A12,0.2,3.663583376690589e+38,0.014060754749342643,C_III_1909,1.3451053796277014e+38,1.4321610081653884e+38,1.3244611975696581e+38,9.069611709555434e+37,9
A12,0.3,3.6181677314684344e+38,0.013912771112481464,O_III_5007,1.3158255674851297e+38,1.4020247778261699e+38,1.3164569210431532e+38,8.996860325991115e+37,9
A12,0.4,3.554442769076582e+38,0.013694796720894757,O_III_5007,1.3080788418498492e+38,1.353086476516413e+38,1.3086980331316128e+38,8.926582594285563e+37,9
A12,0.5,3.474439814055355e+38,0.01341289863263693,O_III_5007,1.3005696946005787e+38,1.2874123373225769e+38,1.3011671500750153e+38,8.85860326657763e+37,9
A12,0.6,3.38077114560248e+38,0.013076737579767824,O_III_5007,1.2932702778191587e+38,1.2076678008730725e+38,1.2938374378474272e+38,8.792659068819803e+37,9
A12,0.7,3.276483781467008e+38,0.012698180901896113,O_III_5007,1.286144966807189e+38,1.1169672949363069e+38,1.2866746462613467e+38,8.728418402693545e+37,9
A12,0.8,3.164892915872465e+38,0.012290104366534401,O_III_5007,1.2791529739132472e+38,1.0187027586685836e+38,1.2796396210908499e+38,8.665505361130316e+37,9
A12,0.9,3.0494044553461983e+38,0.011865549209594267,O_III_5007,1.2722512070438543e+38,9.16360835955491e+37,1.2726910462651623e+38,8.603525731255452e+37,9
A12,1.0,2.9333397345401746e+38,0.011436310715041878,O_III_5007,1.2653971011945891e+38,8.133423235206279e+37,1.2657881557556272e+38,8.5420925526392e+37,9
A12,2.0,2.9108689150135673e+38,0.011097369542810003,O_III_5007,1.2085388673790976e+38,8.999349473121525e+37,1.2090522563997589e+38,8.018817113016555e+37,9
A12,3.0,2.1880593514038437e+38,0.008519260384260607,O_III_5007,1.1241406472094037e+38,3.3290913618884926e+37,1.1243174907769877e+38,7.30832724438007e+37,9
A12,4.0,1.9999034388837995e+38,0.007912951487851037,O_III_5007,1.0313617058561129e+38,3.129095514237966e+37,1.0315634294471101e+38,6.5543045801289235e+37,9
A12,5.0,1.8132493197202542e+38,0.006993098033590957,O_III_5007,9.726148378647469e+37,2.335626036123823e+37,9.727389336143206e+37,6.069477824935508e+37,9
A12,10.0,1.2497128950591345e+38,0.005018233363021376,O_III_5007,6.610779521188102e+37,2.1378165060635037e+37,6.611398017785795e+37,3.7479144267420465e+37,9
A12,20.0,1.2246193299508924e+38,0.0012354475010538657,O_III_5007,5.325659935740878e+37,3.7015929932527893e+37,5.32669282270462e+37,3.2179074835515165e+37,10
A12,30.0,8.481916980517296e+38,0.0015484806821206354,C_III_4647,4.25777035028855e+38,7.392553092435183e+38,7.866973008970326e+37,3.026665871850819e+37,10
A12,40.0,1.7553067761886884e+39,0.004427927177141878,C_III_4647,8.109117858574756e+38,1.6022883912652152e+39,1.1312648571704253e+38,3.9891899206430723e+37,10
A12,50.0,8.1326323702446e+39,0.029255462999337702,C_III_4647,3.78413570382022e+39,7.588612593613894e+39,4.666788152534276e+38,7.734096137727853e+37,7
A12,60.0,1.1994799403849374e+40,0.05465860083771529,C_II_4267,6.808888465708345e+39,1.1146003388323917e+40,7.456743697305274e+38,1.0312164579492849e+38,5
A12,70.0,1.9113719531774374e+40,0.10129515036968607,C_II_4267,1.1040614232019216e+40,1.8154069959261039e+40,8.185542822830665e+38,1.4109529023026844e+38,5
A12,80.0,3.425045863951758e+40,0.17918796792842873,C_II_4267,2.0368404738651535e+40,3.301120153489436e+40,1.0749427766146859e+39,1.6431432800854003e+38,4
A12,90.0,3.0783319832552434e+40,0.34459323180670526,C_II_4267,1.4468009801666118e+40,2.9618329425861427e+40,9.703422524623045e+38,1.946481542287082e+38,3
A12,100.0,1.013547314929433e+41,0.249493472867511,C_II_4267,4.54483926058275e+40,9.7280113498785e+40,3.9402549458144184e+39,1.3436304834388533e+38,3
A12,110.0,1.3169308207580165e+40,0.12316468013474431,C_III_5696,2.47797544174793e+39,1.0049696851531511e+40,3.074903719664476e+39,4.470763638417597e+37,7
A12,120.0,5.058086336547579e+36,5.533225039111924e-05,C_II_4267,1.2490829777727501e+36,2.526243626210443e+36,2.5290319624254944e+36,2.810747911642131e+33,10
A12,130.0,6.78711229979021e+36,6.902438588338825e-05,O_I_7774,1.6772290182065e+36,3.401180806195672e+36,3.3836222053054286e+36,2.3092882891092667e+33,10
A12,140.0,4.5986099511732434e+36,4.446461868959485e-05,O_I_7774,1.144380749469125e+36,2.3020005605164916e+36,2.296091112251891e+36,5.1827840486128926e+32,10
A12,150.0,3.572289662383719e+36,2.2680263183292047e-05,O_I_7774,8.911044096950502e+35,1.788122404315022e+36,1.7840601372435247e+36,1.0712082517252883e+32,10
A13,0.1,1.3174562402301807e+39,0.026209853431151862,C_III_1909,1.2184451386288082e+39,1.224068767131303e+39,6.455016155638292e+37,2.8837311542494724e+37,7
A13,0.2,1.662339026413356e+39,0.03281119669518818,C_III_1909,1.500639009697952e+39,1.5080173647045068e+39,1.014380843130006e+38,5.288357739584881e+37,7
A13,0.3,1.4771192351265423e+39,0.029261291737416217,C_III_1909,1.3405340334036345e+39,1.3470464116880895e+39,8.69671838834833e+37,4.310563955496927e+37,7
A13,0.4,1.2473208421379088e+39,0.024821417699282023,C_III_1909,1.1428609954576463e+39,1.1483327087082562e+39,6.807170980970926e+37,3.0916423619943434e+37,7
A13,0.5,1.1269708120998207e+39,0.022479946741765455,C_III_1909,1.0364688083669526e+39,1.0414430039077996e+39,5.978600368759013e+37,2.574180450443078e+37,7
A13,0.6,1.0303660220842414e+39,0.020592467654934745,C_III_1909,9.49973434499181e+38,9.5455875477049e+38,5.376208225041083e+37,2.20451850633408e+37,7
A13,0.7,9.528572763608363e+38,0.01907295896217321,C_III_1909,8.795636144001662e+38,8.838436772066094e+38,4.9534289108689905e+37,1.9479310045536756e+37,8
A13,0.8,8.91019299972981e+38,0.017857417926044193,C_III_1909,8.224334559142097e+38,8.264752936528927e+38,4.674861231902721e+37,1.7795394001061285e+37,8
A13,0.9,8.425963420516717e+38,0.01690360804924127,C_III_1909,7.767430892062477e+38,7.80603782396375e+38,4.516329947670438e+37,1.6829260178592337e+37,8
A13,1.0,8.06371243448734e+38,0.01618857531178987,C_III_1909,7.415138505154713e+38,7.45245936634401e+38,4.463837538356992e+37,1.6486931430763018e+37,8
A13,2.0,1.6825819840004457e+39,0.033164570609883086,C_III_1909,1.445938199110008e+39,1.456476406336443e+39,1.4339290057067304e+38,8.27126770933299e+37,7
A13,3.0,1.5363208292834783e+39,0.030386529205012006,C_III_1909,1.2886684327789678e+39,1.3007163194356401e+39,1.4861829177837217e+38,8.698621806946624e+37,7
A13,4.0,1.137948461748821e+39,0.02269797683548887,C_III_1909,8.317551186648703e+38,8.501704305628392e+38,1.7611501121924978e+38,1.1166301996673205e+38,8
A13,5.0,1.0973016063363463e+39,0.021132458575864353,C_III_1909,8.068723409077529e+38,8.256969396621759e+38,1.6771919755611043e+38,1.0388546911806016e+38,8
A13,10.0,2.64039808420676e+38,0.00510076495688594,O_III_5007,1.2469923267289774e+38,6.661841264347355e+37,1.2482725343017967e+38,7.259414234702282e+37,10
A13,20.0,1.402445433185648e+38,0.0028839307343259744,O_III_5007,6.5863854741780295e+37,4.198954343862902e+37,6.589193035519479e+37,3.236306952474099e+37,10
A13,30.0,1.265147262192546e+38,0.0027985654913692884,O_III_5007,4.568692364785572e+37,6.009379211866696e+37,4.5699664727420375e+37,2.072126937316726e+37,10
A13,40.0,2.7582182207718658e+38,0.0008201105834696238,O_III_5007,6.754605201225511e+37,1.6875776725998986e+38,6.79308869765072e+37,3.9133167840689534e+37,10
A13,50.0,2.2848163269516242e+39,0.0031190169415406645,C_III_4647,1.3869214121970446e+39,2.068013091194244e+39,1.6043230298228332e+38,5.637093277509674e+37,10
A13,60.0,1.4947809594577915e+40,0.03760361423204868,C_III_4647,7.537529910454024e+39,1.4308046566894042e+40,5.324841765595804e+38,1.0727885112428766e+38,6
A13,70.0,1.827753316222226e+40,0.062076612496221824,C_II_4267,9.621140496801922e+39,1.731082281905446e+40,7.986725450112242e+38,1.6803779815657496e+38,5
A13,80.0,3.3151686114401376e+40,0.14104087398813145,C_II_4267,1.815539134632623e+40,3.198058899686667e+40,9.859894692226758e+38,1.8510764831203296e+38,3
A13,90.0,3.5481525923164967e+40,0.18193403101771077,C_II_4267,1.589765055170047e+40,3.4248881555245486e+40,1.0270383546646857e+39,2.0560601325479254e+38,3
A13,100.0,5.059286756829094e+40,0.2956464743972903,C_II_4267,2.1630417525225374e+40,4.835670372019532e+40,2.0450331563934792e+39,1.9113069170212702e+38,3
A13,110.0,9.509183652693886e+37,0.0009298249301863081,C_II_4267,1.347852815603005e+37,5.287349372396574e+37,4.043558446809015e+37,1.7827583348829593e+36,10
A13,120.0,5.691819037655825e+36,4.06884050265973e-05,O_I_7774,1.3997544892583343e+36,2.862225382188266e+36,2.827452299441445e+36,2.141356026113116e+33,10
A13,130.0,3.886025837395323e+36,3.158312278271226e-05,O_I_7774,9.637946434020002e+35,1.947090531756286e+36,1.9381508908032692e+36,7.844148357684146e+32,10
A13,140.0,3.905296951787949e+36,2.9683612105367515e-05,O_I_7774,9.707901795703334e+35,1.9573654422502355e+36,1.9475389175581103e+36,3.925919796031517e+32,10
A13,150.0,3.3701069966973724e+36,2.9107234554285063e-05,O_I_6300,8.395803591406669e+35,1.688174533881842e+36,1.6817789733856395e+36,1.5348942989136239e+32,10
A14,0.1,5.3395428384848745e+38,0.006314386564279287,C_III_1909,5.000033510225241e+38,5.028953782291716e+38,3.0825230350274483e+37,2.3367526904133826e+35,9
A14,0.2,5.122937187492519e+38,0.0060557967403210775,C_III_1909,4.787821184986296e+38,4.815736469875423e+38,3.0606445494902194e+37,1.1362626680732038e+35,9
A14,0.3,4.931106531953195e+38,0.005826577103142667,C_III_1909,4.598181054944708e+38,4.625208892039636e+38,3.0522101937546813e+37,6.766205380924626e+34,9
A14,0.4,4.750734717526127e+38,0.005610999531720531,C_III_1909,4.41934173078333e+38,4.445531002873875e+38,3.0477037991582524e+37,4.333347364269233e+34,9
A14,0.5,4.578958048385927e+38,0.005405643900181169,C_III_1909,4.248757298956853e+38,4.274142567895501e+38,3.0451698663010093e+37,2.984938603251161e+34,9
A14,0.6,4.414337809481773e+38,0.005208924477664337,C_III_1909,4.085139496252043e+38,4.109748274150915e+38,3.0436838337489403e+37,2.211519559636293e+34,9
A14,0.7,4.256085438612019e+38,0.00501978821758706,C_III_1909,3.92777403613782e+38,3.951630183904879e+38,3.0427901888473547e+37,1.7623582240380602e+34,9
A14,0.8,4.103725863252693e+38,0.004837266091032646,C_III_1909,3.776223506140139e+38,3.799348965535234e+38,3.0422583837739155e+37,1.5105934006734456e+34,9
A14,0.9,3.956946051734281e+38,0.004661548321657756,C_III_1909,3.63019378938872e+38,3.652609469355546e+38,3.041973142820196e+37,1.3926809671546168e+34,9
A14,1.0,3.815526583217948e+38,0.00449236258675318,C_III_1909,3.489473759631718e+38,3.5111999832433125e+38,3.041884959498726e+37,1.3810402476308176e+34,9
A14,2.0,2.954237160873049e+38,0.003457069914622517,C_III_1909,2.5986390429744367e+38,2.6162659067620324e+38,3.2621606306965533e+37,1.1755191041361015e+36,9
A14,3.0,1.7610751200961676e+38,0.0020496479304069953,C_III_1909,1.4321219256899403e+38,1.4430566026196455e+38,3.1342287216257223e+37,4.595645313949973e+35,10
A14,4.0,3.1820585689596475e+38,0.0035328123602092433,C_III_1909,2.6271296789740603e+38,2.6490073203652088e+38,4.631436158446666e+37,6.990763274977284e+36,10
A14,5.0,2.3173306468167667e+38,0.0025586117162113542,C_III_1909,1.8037966076548187e+38,1.8211686243698064e+38,4.420780154355859e+37,5.408400701137423e+36,10
A14,10.0,1.0938102240051409e+39,0.011494970899988922,C_III_1909,8.275791173749432e+38,8.595939449374442e+38,1.526669841682868e+38,8.154929489940988e+37,9
A14,20.0,2.144460058833339e+38,0.0023287729771145787,O_III_5007,8.88425334127071e+37,8.179001692382526e+37,8.927273940596454e+37,4.338324955354407e+37,10
A14,30.0,1.6737409431319724e+38,0.002172238091427093,O_III_5007,6.106916475298102e+37,8.065338632730786e+37,6.113173527932486e+37,2.5588972706564525e+37,10
A14,40.0,1.9645622683105557e+38,0.0023393755235292624,C_IV_5801,5.848633820404862e+37,1.1413395928315592e+38,5.777813649553404e+37,2.45441310523656e+37,10
A14,50.0,2.5945909718566042e+38,0.0008948700322524742,O_III_5007,7.703045763693859e+37,1.4210793474681937e+38,7.712581524702099e+37,4.022534719181999e+37,10
A14,60.0,1.3397251054451104e+39,0.0007262983248302009,C_III_4647,5.491784600686873e+38,1.0706170571187797e+39,2.2455046571336032e+38,4.455758261297037e+37,10
A14,70.0,1.3540969723086536e+40,0.022518462212729323,C_III_4647,7.282006294883404e+39,1.2932494093234568e+40,4.867253636151039e+38,1.2175026623686091e+38,8
A14,80.0,2.5366804357691207e+40,0.05326625421340063,C_II_4267,1.2351860672474332e+40,2.4261918382598087e+40,8.949720381657077e+38,2.099139369274124e+38,5
A14,90.0,4.0279218936550976e+40,0.10020894342130343,C_II_4267,1.6700758935434548e+40,3.8893424070560774e+40,1.14063131362335e+39,2.4516355236685203e+38,4
A14,100.0,6.142658972147159e+40,0.11278455269676474,C_II_4267,2.6270623829951534e+40,5.848930727431718e+40,2.7129496694682473e+39,2.2433277768615965e+38,5
A14,110.0,6.166772241335363e+38,0.002412852150467857,O_I_7774,8.349262641267001e+37,3.4580736818336026e+38,2.5047787923801004e+38,2.0391976712166056e+37,10
A14,120.0,7.019167936943902e+36,3.783801689471119e-05,O_I_7774,1.490958204269e+36,3.58242542737243e+36,3.379588744201831e+36,5.71537653696402e+34,10
A14,130.0,2.5008700004311656e+37,0.00011296174969493817,O_I_6300,5.546072247876013e+36,1.3733835119881634e+37,1.1264584535037318e+37,1.028034939270682e+34,10
A14,140.0,3.775447238422744e+36,2.4586741273970603e-05,O_I_6300,9.355749225614e+35,1.898464436350006e+36,1.8766615060683142e+36,3.21296004422867e+32,10
A15,0.1,3.668132760000272e+38,0.0022309271197720106,C_III_1909,2.99626103462057e+38,3.0185724138709787e+38,6.495601539889449e+37,1.9214034806264971e+31,10
A15,0.2,3.6245869605496636e+38,0.0022033547562059423,C_III_1909,2.9529924575328436e+38,2.975041119880775e+38,6.495456621767354e+37,1.784921528883138e+31,10
A15,0.3,3.563377563217731e+38,0.002164864741741771,C_III_1909,2.8921157095939824e+38,2.9138044458766966e+38,6.495730469929858e+37,7.034804894525786e+30,10
A15,0.4,3.503340222093797e+38,0.002127039317125948,C_III_1909,2.8324054416907458e+38,2.8537395844400457e+38,6.496006062650737e+37,3.138867760151783e+30,10
A15,0.5,3.444452972571075e+38,0.002089965493522874,C_III_1909,2.7738399109210437e+38,2.7948246994531886e+38,6.496282572301057e+37,1.588778111522002e+30,10
A15,0.6,3.3866954067781447e+38,0.0020536291236888456,C_III_1909,2.7163988246805573e+38,2.7370394243552295e+38,6.496559732934188e+37,9.129496684387653e+29,10
